fixed_acidity,volatile_acidity,citric_acid,residual_sugar,free_sulfur_dioxide,total_sulfur_dioxide,ph,class
7.4,0.28,0.42,19.8,53.0,195.0,2.96,0
6.2,0.28,0.22,7.3,26.0,157.0,3.44,0
9.1,0.59,0.38,1.6,34.0,182.0,3.23,0
6.3,0.33,0.27,1.2,34.0,175.0,3.37,0
8.3,0.39,0.7,10.6,33.0,169.0,3.09,0
7.2,0.19,0.46,3.8,82.0,187.0,3.19,0
7.5,0.17,0.44,11.3,65.0,146.0,3.17,0
6.7,0.17,0.5,2.1,27.0,122.0,3.15,0
6.1,0.41,0.0,1.6,36.0,87.0,3.27,0
8.3,0.2,0.35,0.9,12.0,74.0,3.13,0
6.1,0.41,0.0,1.6,36.0,87.0,3.27,0
6.0,0.29,0.21,1.3,42.0,168.0,3.32,0
7.3,0.41,0.24,6.8,41.0,163.0,3.2,0
7.3,0.41,0.24,6.8,41.0,163.0,3.2,0
7.2,0.43,0.24,6.7,40.0,163.0,3.2,0
7.3,0.4,0.24,6.7,41.0,166.0,3.2,0
6.2,0.33,0.27,4.9,30.0,134.0,3.2,0
6.2,0.31,0.26,4.8,36.0,148.0,3.21,0
6.1,0.36,0.27,2.1,16.0,100.0,3.4,0
5.0,0.55,0.14,8.3,35.0,164.0,3.53,0
7.8,0.25,0.41,3.7,37.0,149.0,3.36,0
5.7,0.36,0.21,6.7,51.0,166.0,3.29,0
5.8,0.34,0.21,6.6,50.0,167.0,3.29,0
6.8,0.28,0.6,1.1,42.0,127.0,3.09,0
6.8,0.25,0.34,4.7,34.0,134.0,3.21,0
6.6,0.24,0.35,7.7,36.0,135.0,3.19,0
5.9,0.3,0.47,7.85,19.0,133.0,3.52,0
6.1,0.125,0.25,3.3,10.0,69.0,3.54,0
6.0,0.1,0.24,1.1,15.0,65.0,3.61,0
6.6,0.24,0.35,7.7,36.0,135.0,3.19,0
6.8,0.25,0.34,4.7,34.0,134.0,3.21,0
6.8,0.28,0.44,9.3,35.0,137.0,3.16,0
8.3,0.41,0.51,2.0,11.0,207.0,3.02,0
7.5,0.27,0.31,5.8,131.0,313.0,3.18,0
7.9,0.26,0.41,15.15,38.0,216.0,2.96,0
6.4,0.34,0.23,6.3,37.0,143.0,3.19,0
6.5,0.28,0.35,15.4,55.0,195.0,3.23,0
7.2,0.21,0.41,1.3,33.0,85.0,3.17,0
6.4,0.32,0.35,4.8,34.0,101.0,3.36,0
6.8,0.24,0.34,4.6,37.0,135.0,3.2,0
6.3,0.23,0.3,1.8,16.0,91.0,3.28,0
6.5,0.28,0.34,9.9,30.0,133.0,3.11,0
5.6,0.26,0.26,5.7,12.0,80.0,3.25,0
6.3,0.23,0.3,1.8,16.0,91.0,3.28,0
6.3,0.23,0.33,1.5,15.0,105.0,3.32,0
5.8,0.27,0.27,12.3,55.0,170.0,3.28,0
5.9,0.26,0.4,1.3,12.0,139.0,3.45,0
6.6,0.18,0.35,1.5,49.0,141.0,3.43,0
7.4,0.2,0.43,7.8,27.0,153.0,3.19,0
8.0,0.24,0.36,1.5,17.0,129.0,3.2,0
6.4,0.26,0.42,9.7,30.0,140.0,3.18,0
5.4,0.31,0.47,3.0,46.0,144.0,3.29,0
5.4,0.29,0.47,3.0,47.0,145.0,3.29,0
7.1,0.145,0.33,4.6,33.0,131.0,3.28,0
5.6,0.34,0.1,1.3,20.0,68.0,3.36,0
6.7,0.19,0.41,15.6,75.0,155.0,3.2,0
7.8,0.18,0.46,13.6,38.0,118.0,3.15,0
7.6,0.17,0.45,11.2,56.0,137.0,3.15,0
6.3,0.12,0.36,2.1,47.0,146.0,3.27,0
7.3,0.33,0.4,6.85,32.0,138.0,3.03,0
5.5,0.335,0.3,2.5,27.0,128.0,3.14,0
7.3,0.33,0.4,6.85,32.0,138.0,3.03,0
5.8,0.4,0.42,4.4,38.5,245.0,3.25,0
7.3,0.22,0.37,14.3,48.0,191.0,2.89,0
7.3,0.22,0.37,14.3,48.0,191.0,2.89,0
6.1,0.36,0.33,1.1,24.0,169.0,3.15,0
10.0,0.2,0.39,1.4,19.0,152.0,3.0,0
6.9,0.24,0.34,4.7,43.0,161.0,3.2,0
6.4,0.24,0.32,14.9,54.0,162.0,3.28,0
7.1,0.365,0.14,1.2,24.0,84.0,3.15,0
6.8,0.15,0.3,5.3,40.0,127.0,3.4,0
7.3,0.22,0.37,14.3,48.0,191.0,2.89,0
6.8,0.16,0.4,2.3,18.0,102.0,3.49,0
6.0,0.26,0.32,3.5,29.0,113.0,3.4,0
6.0,0.18,0.27,1.5,40.0,143.0,3.49,0
6.9,0.33,0.21,1.0,39.0,148.0,3.12,0
7.7,0.29,0.48,2.3,36.0,178.0,3.17,0
7.1,0.39,0.35,12.5,26.0,72.0,3.17,0
6.9,0.33,0.21,1.0,39.0,148.0,3.12,0
7.7,0.29,0.48,2.3,36.0,178.0,3.17,0
6.6,0.905,0.19,0.8,17.0,204.0,3.34,0
7.2,0.27,0.27,2.4,30.0,149.0,3.1,0
5.1,0.33,0.22,1.6,18.0,89.0,3.51,0
5.1,0.33,0.22,1.6,18.0,89.0,3.51,0
6.4,0.31,0.28,1.5,12.0,119.0,3.32,0
7.3,0.2,0.44,1.4,21.0,98.0,3.15,0
5.7,0.32,0.5,2.6,17.0,155.0,3.22,0
6.4,0.31,0.28,1.5,12.0,119.0,3.32,0
7.3,0.2,0.44,1.4,21.0,98.0,3.15,0
7.2,0.28,0.26,12.5,48.0,179.0,3.1,0
7.5,0.35,0.28,9.6,26.0,157.0,3.12,0
7.2,0.27,0.27,2.4,30.0,149.0,3.1,0
6.0,0.36,0.39,3.2,20.0,125.0,3.38,0
5.1,0.33,0.22,1.6,18.0,89.0,3.51,0
5.0,0.17,0.56,1.5,24.0,115.0,3.48,0
6.3,0.39,0.35,5.9,82.5,260.0,3.12,0
6.7,0.21,0.32,5.4,29.0,140.0,3.39,0
7.0,0.3,0.38,14.9,60.0,181.0,3.18,0
7.0,0.3,0.38,14.9,60.0,181.0,3.18,0
6.5,0.36,0.32,1.1,13.0,66.0,3.1,0
6.1,0.55,0.15,9.8,19.0,125.0,3.36,0
7.3,0.24,0.43,2.0,20.0,69.0,3.08,0
6.8,0.37,0.51,11.8,62.0,163.0,3.19,0
6.8,0.27,0.12,1.3,87.0,168.0,3.18,0
8.2,0.28,0.42,1.8,30.0,93.0,3.09,0
6.3,0.2,0.4,1.5,35.0,107.0,3.46,0
5.9,0.26,0.27,18.2,52.0,168.0,3.35,0
6.4,0.19,0.42,2.9,32.0,83.0,3.3,0
6.3,0.2,0.4,1.5,35.0,107.0,3.46,0
6.8,0.37,0.51,11.8,62.0,163.0,3.19,0
6.1,0.35,0.07,1.4,22.0,108.0,3.23,0
7.1,0.27,0.31,18.2,55.0,252.0,3.07,0
6.8,0.22,0.31,6.3,33.0,170.0,3.24,0
6.8,0.27,0.12,1.3,87.0,168.0,3.18,0
5.8,0.28,0.34,4.0,40.0,99.0,3.39,0
6.9,0.49,0.24,1.2,13.0,125.0,3.17,0
6.3,0.14,0.39,1.2,26.0,116.0,3.26,0
8.2,0.28,0.42,1.8,30.0,93.0,3.09,0
7.2,0.25,0.39,18.95,42.0,155.0,2.97,0
7.3,0.28,0.36,12.7,38.0,140.0,3.3,0
7.2,0.19,0.39,1.2,32.0,85.0,3.16,0
7.2,0.19,0.39,1.2,32.0,85.0,3.16,0
7.2,0.25,0.39,18.95,42.0,155.0,2.97,0
7.3,0.28,0.36,12.7,38.0,140.0,3.3,0
7.4,0.21,0.27,1.2,27.0,99.0,3.19,0
6.8,0.26,0.22,7.7,57.0,210.0,3.1,0
7.4,0.21,0.27,1.2,27.0,99.0,3.19,0
7.4,0.31,0.28,1.6,33.0,137.0,3.31,0
7.0,0.22,0.31,2.7,41.0,136.0,3.16,0
7.0,0.21,0.28,8.7,37.0,222.0,3.25,0
7.0,0.21,0.28,8.6,37.0,221.0,3.25,0
7.0,0.21,0.28,8.6,37.0,221.0,3.25,0
6.9,0.23,0.38,8.3,47.0,162.0,3.34,0
7.0,0.21,0.28,8.7,37.0,222.0,3.25,0
7.0,0.21,0.28,8.6,37.0,221.0,3.25,0
6.8,0.29,0.5,13.3,48.0,194.0,3.09,0
7.8,0.21,0.27,1.2,20.0,89.0,3.06,0
7.1,0.31,0.47,13.6,54.0,197.0,3.1,0
6.8,0.29,0.5,13.3,48.0,194.0,3.09,0
6.4,0.34,0.1,1.1,19.0,84.0,3.21,0
7.4,0.155,0.34,2.3,73.5,214.0,3.18,0
7.2,0.55,0.09,1.5,16.0,151.0,3.07,0
7.0,0.23,0.36,7.1,31.0,104.0,3.35,0
6.9,0.2,0.37,6.2,24.0,97.0,3.38,0
6.1,0.28,0.32,2.5,23.0,218.5,3.27,0
6.6,0.16,0.32,1.4,49.0,186.0,3.35,0
7.4,0.155,0.34,2.3,73.5,214.0,3.18,0
6.2,0.35,0.04,1.2,23.0,108.0,3.26,0
6.7,0.22,0.37,1.6,24.0,102.0,3.29,0
6.1,0.38,0.2,6.6,25.0,137.0,3.3,0
6.0,0.25,0.28,2.2,54.0,126.0,3.43,0
6.6,0.52,0.44,12.2,54.0,245.0,3.26,0
6.9,0.24,0.36,20.8,40.0,139.0,3.2,0
7.1,0.32,0.32,11.0,16.0,66.0,3.24,0
5.8,0.28,0.27,2.6,30.0,156.0,3.53,0
6.5,0.41,0.24,14.0,24.0,113.0,3.44,0
6.5,0.41,0.24,14.0,24.0,113.0,3.44,0
6.4,0.28,0.29,1.6,34.0,127.0,3.48,0
7.2,0.6,0.2,9.9,21.0,174.0,3.03,0
6.1,0.2,0.25,1.2,34.0,128.0,3.24,0
5.9,0.46,0.14,2.7,27.0,160.0,3.46,0
6.0,0.27,0.27,1.6,32.0,113.0,3.41,0
6.4,0.28,0.29,1.6,34.0,127.0,3.48,0
6.4,0.41,0.24,14.0,24.0,113.0,3.44,0
6.3,0.23,0.31,1.5,11.0,82.0,3.3,0
7.1,0.21,0.27,8.6,26.0,111.0,2.95,0
6.0,0.37,0.32,1.0,31.0,218.5,3.29,0
6.1,0.43,0.35,9.1,83.0,249.0,3.37,0
7.1,0.21,0.27,8.6,26.0,111.0,2.95,0
7.0,0.25,0.29,15.2,40.0,171.0,3.22,0
5.9,0.25,0.19,12.4,50.0,162.0,3.35,0
6.8,0.32,0.21,2.2,15.0,68.0,3.17,0
7.2,0.39,0.62,11.0,66.0,178.0,3.16,0
6.3,0.21,0.58,10.0,34.0,126.0,2.95,0
7.0,0.14,0.32,9.0,54.0,141.0,3.22,0
6.8,0.32,0.21,2.2,15.0,68.0,3.17,0
7.2,0.39,0.62,11.0,66.0,178.0,3.16,0
7.2,0.29,0.53,18.15,59.0,182.0,3.09,0
8.6,0.37,0.7,12.15,21.0,158.0,3.0,0
6.5,0.38,0.34,3.4,34.0,200.0,3.14,0
6.6,0.24,0.29,2.0,19.0,86.0,3.25,0
7.0,0.17,0.31,4.8,34.0,132.0,3.36,0
5.5,0.16,0.22,4.5,30.0,102.0,3.24,0
7.0,0.24,0.51,11.0,55.0,227.0,3.03,0
7.4,0.28,0.36,1.1,42.0,105.0,2.99,0
7.0,0.22,0.28,1.5,29.0,115.0,3.11,0
7.1,0.55,0.13,1.7,21.0,165.0,2.97,0
6.3,0.22,0.33,1.7,67.0,164.0,3.32,0
6.7,0.47,0.34,8.9,31.0,172.0,3.22,0
5.9,0.36,0.41,1.3,45.0,104.0,3.33,0
5.8,0.25,0.24,13.3,41.0,137.0,3.34,0
6.7,0.47,0.34,8.9,31.0,172.0,3.22,0
6.2,0.37,0.3,6.6,79.0,200.0,3.29,0
6.2,0.18,0.38,1.5,36.0,117.0,3.47,0
6.0,0.16,0.37,1.5,43.0,117.0,3.46,0
6.6,0.34,0.28,1.3,32.0,90.0,3.1,0
7.4,0.29,0.29,1.6,53.0,180.0,3.34,0
7.4,0.26,0.31,7.6,52.0,177.0,3.13,0
7.0,0.28,0.36,1.0,8.0,70.0,3.09,0
7.1,0.23,0.39,1.6,12.0,65.0,3.25,0
7.8,0.19,0.26,8.9,42.0,182.0,3.18,0
6.3,0.19,0.28,1.8,28.0,158.0,3.2,0
6.8,0.2,0.38,4.7,27.0,103.0,3.37,0
5.7,0.44,0.13,7.0,28.0,173.0,3.33,0
7.2,0.4,0.62,10.8,70.0,189.0,3.08,0
6.8,0.23,0.32,1.6,43.0,147.0,3.29,0
5.7,0.335,0.34,1.0,13.0,174.0,3.27,0
7.2,0.4,0.62,10.8,70.0,189.0,3.08,0
7.2,0.28,0.54,16.7,54.0,200.0,3.08,0
6.8,0.19,0.58,14.2,51.0,164.0,3.12,0
6.4,0.3,0.3,2.25,8.0,210.0,3.2,0
6.5,0.3,0.29,2.25,8.0,210.0,3.19,0
7.8,0.18,0.31,12.2,46.0,140.0,3.06,0
7.8,0.18,0.31,12.2,46.0,140.0,3.06,0
7.3,0.51,0.26,3.3,7.0,135.0,3.01,0
6.0,0.24,0.27,1.9,40.0,170.0,3.64,0
5.9,0.62,0.28,3.5,55.0,152.0,3.44,0
6.0,0.24,0.27,1.9,40.0,170.0,3.64,0
6.7,0.27,0.12,1.3,62.0,138.0,3.21,0
7.8,0.34,0.35,1.8,8.0,167.0,3.11,0
7.3,0.26,0.36,5.2,31.0,141.0,3.16,0
7.4,0.36,0.33,1.4,27.0,55.0,3.21,0
7.8,0.28,0.32,9.0,34.0,115.0,3.17,0
6.1,0.31,0.26,2.2,28.0,167.0,3.37,0
6.8,0.18,0.37,1.6,47.0,154.0,3.08,0
7.4,0.15,0.42,1.7,49.0,154.0,3.0,0
5.9,0.13,0.28,1.9,20.0,78.0,3.43,0
7.2,0.34,0.34,12.6,7.0,41.0,3.19,0
7.9,0.19,0.26,2.1,8.0,143.0,3.05,0
7.9,0.19,0.26,2.1,8.0,143.0,3.05,0
6.9,0.25,0.4,1.3,22.0,101.0,3.03,0
5.8,0.36,0.32,1.7,22.0,96.0,3.03,0
5.6,0.35,0.37,1.0,6.0,72.0,3.37,0
5.9,0.32,0.39,3.3,24.0,140.0,3.09,0
7.2,0.31,0.46,5.0,3.0,29.0,3.04,0
6.1,0.28,0.22,1.8,32.0,116.0,3.36,0
5.2,0.36,0.02,1.6,24.0,104.0,3.44,0
5.6,0.19,0.47,4.5,19.0,112.0,3.56,0
6.4,0.1,0.35,4.9,31.0,103.0,3.43,0
6.4,0.18,0.48,4.0,64.0,150.0,3.06,0
7.4,0.25,0.36,13.2,53.0,178.0,3.01,0
7.4,0.25,0.36,13.2,53.0,178.0,3.01,0
7.4,0.25,0.36,13.2,53.0,178.0,3.01,0
7.9,0.345,0.51,15.3,54.0,171.0,3.09,0
7.9,0.345,0.51,15.3,54.0,171.0,3.09,0
7.4,0.25,0.36,13.2,53.0,178.0,3.01,0
6.1,0.24,0.3,1.5,22.0,61.0,3.31,0
6.8,0.25,0.24,4.55,41.0,211.0,3.37,0
6.7,0.31,0.31,9.9,10.0,175.0,3.46,0
7.2,0.46,0.65,10.4,76.0,192.0,3.16,0
5.5,0.35,0.35,1.1,14.0,167.0,3.34,0
6.7,0.24,0.41,8.7,29.0,148.0,3.22,0
6.8,0.28,0.17,13.9,49.0,162.0,3.21,0
6.4,0.16,0.22,1.4,41.0,149.0,3.49,0
6.3,0.26,0.24,7.2,38.0,172.0,3.49,0
7.7,0.22,0.42,1.9,10.0,87.0,3.3,0
6.5,0.18,0.31,1.7,30.0,127.0,3.49,0
7.2,0.46,0.65,10.4,76.0,192.0,3.16,0
7.0,0.3,0.51,13.6,40.0,168.0,3.07,0
9.2,0.25,0.34,1.2,31.0,93.0,2.93,0
7.8,0.28,0.34,1.6,32.0,118.0,3.0,0
7.0,0.3,0.51,13.6,40.0,168.0,3.07,0
7.8,0.28,0.34,1.6,32.0,118.0,3.0,0
9.2,0.25,0.34,1.2,31.0,93.0,2.93,0
8.4,0.35,0.71,12.2,22.0,160.0,2.98,0
6.1,0.41,0.24,1.6,16.0,137.0,3.32,0
5.9,0.21,0.24,12.1,53.0,165.0,3.25,0
7.2,0.34,0.44,4.2,51.0,144.0,3.01,0
6.7,0.21,0.42,9.1,31.0,150.0,3.12,0
5.9,0.37,0.1,1.6,39.0,128.0,3.24,0
7.7,0.34,0.27,8.8,39.0,184.0,3.09,0
7.4,0.3,0.22,1.4,16.0,135.0,3.08,0
6.8,0.51,0.3,4.2,38.0,165.0,3.2,0
7.8,0.22,0.38,10.3,28.0,99.0,3.12,0
7.2,0.35,0.34,12.4,6.0,37.0,3.13,0
6.0,0.26,0.5,2.2,59.0,153.0,3.08,0
6.1,0.26,0.51,2.2,61.0,154.0,3.08,0
6.5,0.28,0.27,5.2,44.0,179.0,3.19,0
7.4,0.41,0.66,10.8,77.0,194.0,3.05,0
6.5,0.28,0.29,2.7,26.0,107.0,3.32,0
6.7,0.34,0.54,16.3,44.0,181.0,3.04,0
7.2,0.2,0.34,2.7,49.0,151.0,3.16,0
7.4,0.2,0.33,1.9,39.0,138.0,3.17,0
8.2,0.22,0.3,1.8,47.0,185.0,3.13,0
8.2,0.23,0.29,1.8,47.0,187.0,3.13,0
7.1,0.22,0.33,2.8,48.0,153.0,3.15,0
6.5,0.28,0.29,2.7,26.0,107.0,3.32,0
6.0,0.38,0.26,6.0,42.0,134.0,3.38,0
7.4,0.41,0.66,10.8,77.0,194.0,3.05,0
5.7,0.18,0.22,4.2,25.0,111.0,3.35,0
7.3,0.3,0.22,6.4,44.0,168.0,3.13,0
7.4,0.24,0.22,10.7,26.0,81.0,2.86,0
6.6,0.25,0.3,1.6,32.0,134.0,3.42,0
7.4,0.24,0.22,10.7,26.0,81.0,2.86,0
7.4,0.26,0.3,7.9,38.0,157.0,3.13,0
6.1,0.32,0.25,1.7,37.0,136.0,3.47,0
6.9,0.28,0.27,2.1,42.0,121.0,3.42,0
7.0,0.23,0.33,5.8,25.0,136.0,3.19,0
7.1,0.31,0.5,14.5,6.0,148.0,2.94,0
7.3,0.2,0.37,1.2,48.0,119.0,3.32,0
6.9,0.41,0.33,10.1,28.0,152.0,3.2,0
6.4,0.45,0.07,1.1,10.0,131.0,2.97,0
6.4,0.475,0.06,1.0,9.0,131.0,2.97,0
6.3,0.27,0.38,0.9,7.0,140.0,3.45,0
6.9,0.41,0.33,10.1,28.0,152.0,3.2,0
7.0,0.29,0.37,4.9,26.0,127.0,3.17,0
5.9,0.27,0.29,11.4,31.0,115.0,3.35,0
6.9,0.19,0.4,1.4,14.0,55.0,3.08,0
6.7,0.3,0.35,1.4,36.0,160.0,3.11,0
7.2,0.24,0.4,1.4,31.0,106.0,2.88,0
6.4,0.45,0.07,1.1,10.0,131.0,2.97,0
6.4,0.475,0.06,1.0,9.0,131.0,2.97,0
6.3,0.26,0.49,1.5,34.0,134.0,2.99,0
6.3,0.26,0.49,1.5,34.0,134.0,2.99,0
7.3,0.25,0.29,7.5,38.0,158.0,3.43,0
7.3,0.25,0.29,7.5,38.0,158.0,3.43,0
6.1,0.28,0.25,17.75,48.0,161.0,3.34,0
7.4,0.37,0.35,5.7,12.0,94.0,3.48,0
6.5,0.36,0.28,3.2,29.0,119.0,3.25,0
7.4,0.24,0.4,4.3,9.0,95.0,3.09,0
7.5,0.23,0.68,11.0,37.0,133.0,2.99,0
7.5,0.21,0.68,10.9,38.0,133.0,3.0,0
7.5,0.21,0.68,10.9,38.0,133.0,3.0,0
7.5,0.23,0.68,11.0,37.0,133.0,2.99,0
7.8,0.32,0.33,2.4,18.0,101.0,3.21,0
7.8,0.26,0.27,1.9,52.0,195.0,3.23,0
7.7,0.24,0.27,1.8,52.0,190.0,3.23,0
7.4,0.19,0.3,1.4,33.0,135.0,3.12,0
6.5,0.46,0.41,16.8,59.0,222.0,3.18,0
6.5,0.26,0.43,8.9,50.0,171.0,2.85,0
5.3,0.32,0.12,6.6,22.0,141.0,3.36,0
7.2,0.24,0.34,1.1,3.0,64.0,3.23,0
6.0,0.36,0.06,1.4,27.0,128.0,3.26,0
6.2,0.24,0.29,13.3,49.0,130.0,3.33,0
7.6,0.56,0.12,10.4,22.0,177.0,3.32,0
7.0,0.32,0.24,6.2,31.0,228.0,3.23,0
7.0,0.32,0.24,6.2,31.0,228.0,3.23,0
5.8,0.31,0.33,1.2,23.0,99.0,3.18,0
7.0,0.23,0.42,18.05,35.0,144.0,3.22,0
7.0,0.23,0.42,18.05,35.0,144.0,3.22,0
6.9,0.24,0.33,4.8,16.0,131.0,3.26,0
6.0,0.29,0.2,12.6,45.0,187.0,3.33,0
6.1,0.17,0.28,4.5,46.0,150.0,3.43,0
5.9,0.14,0.25,4.5,34.0,140.0,3.49,0
6.2,0.17,0.28,4.7,39.0,133.0,3.41,0
7.4,0.28,0.25,11.9,25.0,148.0,3.1,0
5.6,0.35,0.14,5.0,48.0,198.0,3.3,0
5.8,0.335,0.14,5.8,49.0,197.0,3.3,0
5.6,0.235,0.29,1.2,33.0,127.0,3.34,0
6.1,0.28,0.25,12.9,34.0,189.0,3.25,0
6.3,0.21,0.33,13.9,68.0,179.0,3.36,0
6.4,0.24,0.28,11.5,34.0,163.0,3.31,0
6.4,0.24,0.29,11.4,32.0,166.0,3.31,0
6.3,0.26,0.25,7.8,44.0,166.0,3.24,0
6.5,0.33,0.72,1.1,7.0,151.0,3.09,0
7.4,0.105,0.34,12.2,57.0,146.0,3.16,0
6.0,0.32,0.12,5.9,34.0,190.0,3.16,0
7.1,0.26,0.34,14.4,35.0,189.0,3.07,0
7.1,0.26,0.34,14.4,35.0,189.0,3.07,0
7.1,0.26,0.34,14.4,35.0,189.0,3.07,0
7.1,0.26,0.34,14.4,35.0,189.0,3.07,0
5.9,0.24,0.26,12.3,34.0,134.0,3.34,0
6.5,0.21,0.37,2.5,70.0,138.0,3.33,0
7.7,0.27,0.35,5.3,30.0,117.0,3.11,0
9.0,0.27,0.35,4.9,27.0,95.0,3.04,0
7.3,0.34,0.21,3.2,14.0,136.0,3.25,0
6.6,0.27,0.25,3.1,41.0,188.0,3.24,0
6.8,0.29,0.16,1.4,122.5,234.5,3.15,0
7.1,0.28,0.26,1.9,12.0,86.0,3.15,0
6.8,0.25,0.34,14.0,47.0,133.0,3.37,0
7.0,0.57,0.1,8.3,23.0,188.0,3.4,0
7.1,0.28,0.26,1.9,12.0,86.0,3.15,0
7.1,0.17,0.38,7.4,49.0,182.0,3.35,0
7.8,0.28,0.22,1.4,24.0,130.0,3.28,0
6.8,0.22,0.37,1.7,38.0,195.0,3.35,0
7.1,0.17,0.38,7.4,49.0,182.0,3.35,0
6.1,0.14,0.25,1.3,37.0,173.0,3.35,0
6.4,0.24,0.5,11.6,60.0,211.0,3.18,0
7.8,0.42,0.26,9.2,34.0,199.0,3.14,0
6.6,0.28,0.36,1.7,22.0,101.0,3.29,0
7.1,0.32,0.34,14.5,46.0,150.0,3.38,0
6.7,0.31,0.3,2.1,18.0,130.0,3.36,0
6.4,0.32,0.5,10.7,57.0,206.0,3.08,0
6.1,0.28,0.25,6.9,44.0,201.0,3.19,0
5.9,0.29,0.25,12.0,48.0,224.0,3.23,0
5.8,0.32,0.38,4.75,23.0,94.0,3.42,0
5.8,0.32,0.38,4.75,23.0,94.0,3.42,0
5.7,0.32,0.38,4.75,23.0,94.0,3.42,0
6.7,0.28,0.14,1.4,64.0,159.0,3.17,0
6.8,0.34,0.69,1.3,12.0,171.0,3.06,0
5.9,0.25,0.25,11.3,30.0,165.0,3.24,0
6.4,0.27,0.32,4.5,61.0,174.0,3.12,0
8.1,0.46,0.31,1.7,50.0,183.0,3.03,0
6.2,0.36,0.26,13.2,54.0,201.0,3.25,0
6.8,0.22,0.35,5.5,21.0,114.0,3.3,0
6.8,0.67,0.3,13.0,22.0,193.0,3.08,0
7.2,0.28,0.3,10.7,61.0,222.0,3.14,0
6.7,0.17,0.37,2.0,34.0,125.0,3.26,0
6.9,0.2,0.34,1.9,25.0,136.0,3.31,0
6.1,0.36,0.16,6.4,36.0,198.0,3.17,0
6.0,0.36,0.16,6.3,36.0,191.0,3.17,0
5.9,0.37,0.14,6.3,34.0,185.0,3.17,0
7.6,0.29,0.58,17.5,51.0,225.0,3.16,0
6.3,0.34,0.28,14.7,49.0,198.0,3.23,0
6.7,0.19,0.34,1.0,22.0,94.0,3.23,0
7.5,0.31,0.51,14.8,62.0,204.0,3.06,0
7.5,0.31,0.51,14.8,62.0,204.0,3.06,0
7.4,0.31,0.48,14.2,62.0,204.0,3.06,0
8.4,0.4,0.7,13.1,29.0,197.0,3.06,0
5.9,0.34,0.22,2.4,19.0,135.0,3.41,0
6.6,0.38,0.18,1.2,20.0,84.0,3.22,0
6.4,0.33,0.28,1.1,30.0,110.0,3.12,0
5.6,0.25,0.26,3.6,18.0,115.0,3.42,0
8.6,0.27,0.46,6.1,13.0,41.0,2.89,0
6.2,0.31,0.21,6.3,50.0,218.0,3.15,0
7.2,0.18,0.45,4.4,57.0,166.0,3.13,0
7.7,0.2,0.44,13.9,44.0,130.0,3.11,0
6.2,0.47,0.21,1.0,13.0,98.0,3.14,0
6.1,0.25,0.24,12.1,51.0,172.0,3.35,0
8.2,0.27,0.43,1.6,31.0,128.0,3.1,0
8.2,0.27,0.43,1.6,31.0,128.0,3.1,0
6.4,0.31,0.39,7.5,57.0,213.0,3.32,0
6.0,0.39,0.26,2.7,39.0,187.0,3.41,0
6.2,0.21,0.27,1.7,41.0,150.0,3.49,0
7.7,0.42,0.31,9.2,22.0,221.0,3.06,0
7.0,0.27,0.41,18.75,34.0,157.0,2.96,0
6.2,0.21,0.27,1.7,41.0,150.0,3.49,0
7.4,0.29,0.5,1.8,35.0,127.0,3.45,0
6.6,0.29,0.44,9.0,62.0,178.0,3.02,0
6.0,0.3,0.44,1.5,15.0,182.0,3.5,0
6.9,0.31,0.34,1.6,23.0,128.0,3.37,0
6.6,0.33,0.31,1.3,29.0,89.0,3.26,0
7.8,0.3,0.4,1.8,23.0,122.0,3.14,0
6.4,0.39,0.21,1.2,35.0,136.0,3.15,0
6.4,0.24,0.31,2.8,41.0,114.0,3.37,0
7.0,0.21,0.34,8.0,19.0,101.0,2.99,0
6.4,0.16,0.31,5.3,42.0,157.0,3.35,0
6.0,0.33,0.27,0.8,12.0,188.0,3.12,0
6.5,0.23,0.33,13.8,25.0,139.0,3.35,0
6.2,0.25,0.48,10.0,78.0,240.0,3.25,0
8.8,0.28,0.45,6.0,14.0,49.0,3.01,0
6.6,0.25,0.3,14.4,40.0,183.0,3.02,0
6.9,0.38,0.25,9.8,28.0,191.0,3.28,0
6.4,0.25,0.3,5.5,15.0,129.0,3.14,0
6.6,0.25,0.3,14.4,40.0,183.0,3.02,0
6.9,0.38,0.25,9.8,28.0,191.0,3.28,0
7.1,0.21,0.31,3.8,40.0,142.0,3.17,0
6.4,0.25,0.3,5.5,15.0,129.0,3.14,0
6.9,0.39,0.4,4.6,5.0,19.0,3.31,0
5.8,0.2,0.3,1.5,21.0,57.0,3.44,0
7.0,0.2,0.37,2.0,26.0,136.0,3.28,0
5.9,0.26,0.25,12.5,38.0,152.0,3.33,0
7.4,0.38,0.27,7.5,24.0,160.0,3.17,0
7.4,0.2,1.66,2.1,34.0,113.0,3.26,0
7.0,0.21,0.34,8.5,31.0,253.0,3.22,0
7.2,0.29,0.4,7.6,56.0,177.0,3.04,0
6.9,0.18,0.38,8.1,44.0,176.0,3.3,0
7.3,0.3,0.42,7.35,51.0,175.0,3.04,0
7.2,0.29,0.4,7.6,56.0,177.0,3.04,0
6.9,0.2,0.5,10.0,78.0,167.0,3.15,0
6.7,0.2,0.42,14.0,83.0,160.0,3.16,0
7.0,0.21,0.34,8.5,31.0,253.0,3.22,0
5.9,0.35,0.47,2.2,14.0,138.0,3.09,0
7.1,0.28,0.44,1.8,32.0,107.0,3.25,0
